"","text","screen_name","user_id","created_at","favourite_count","retweet_count","location","followers_count","friends_count","account_lang","lang"
"995","‘Cause you are a racist and a liar, @SenRobySmith: “There is no evidence of widespread voter fraud in Iowa or nationally.” Just wanted to make sure you knew that about yourself and your godless party <U+0001F937><U+200D><U+2640><U+FE0F> https://t.co/rRUbcF8Psu","kaitlinrh","938098188740739072",2021-03-10 02:29:47,0,0,"Seattle, WA",325,2019,NA,"en"
"996","Donald Trump is attempting a hostile takeover of the Republican Party #SmartNews  https://t.co/6y7csn3SVy","alaskarebel","335576999",2021-03-10 02:29:47,1,2,"In Hell",12353,11496,NA,"en"
"997","@estradiol420 “Pass around party bottom Jeff*ey moran”","undylan_","35103230",2021-03-10 02:29:46,0,0,"CA",239,479,NA,"en"
"998","once he gets into his brother's good graces, he'll condition him to be a less annoying member of yjh's party. at the same time, he'll *secretly* send aide in the form of an informant to inform the protagonist about the movement of the crown prince's party.","tiramisstsu","1240309687523741696",2021-03-10 02:29:42,4,0,"mxtx; 2ha; orv; tcf; genshin!!",598,225,NA,"en"
"999","Where the hell has @StevenDelDuca &amp; the provincial liberal party been doing since since the start of Covid? It seems like not much, and if that isn't the case, they might want to work on their communication skills.","Sproutasaurus","198583778",2021-03-10 02:29:41,0,0,"Toronto",183,696,NA,"en"
"1000","Wait... wait the fuck up. Is that MORE anime sword characters in smash? At this point why not just get Samsho in here? Make it a full knife party.","llyno87","1260008850",2021-03-10 02:29:41,0,0,"California",122,216,NA,"en"
"1001","@RalstonReports @nvdems Damn, if only the old Democrats helped Nevadans enough that they didn't get so angry as to bring out the guillotines. Looks like the old dems just rage quitted the party instead.","gen0la","1031539357528674304",2021-03-10 02:29:40,0,0,"",51,232,NA,"en"
"1002","@wldfIowerr Modest is over party has been lasting a long time, I’m ready for them to just leave, no one wants them here anymore, I think it’s time to recognise that no one fucking likes them, and modest should dissolve into thin air","sophi_calum5sos","1191088145925885952",2021-03-10 02:29:40,1,0,"She/her",71,159,NA,"en"
"1003","Disheartening to note that the ""CONGRESS CULTURE"""" has crept in the PARTY WITH A DIFFERENCE?? @BJP4India. Not good sign at all what with 5 ASSEMBLY ELECTIONS ROUND THE CORNER. - https://t.co/WMhZQVt3y2","vajapeyam","1343382872",2021-03-10 02:29:39,0,0,"India",3012,4135,NA,"en"
"1004","...without alternatives.  Therefore, I recommend u stop with all this grandstanding &amp; opposition to ur own party just for the sake of disagreement. WV wants infrastructure improvements &amp; I am sure they won't take kindly to ur not securing them just b/c no GOP supports it.","inezwil43518773","986320831331565570",2021-03-10 02:29:37,0,0,"Greensboro, NC",62,109,NA,"en"
"1005","@RepTimRyan U summed up GOP &amp;culture within their party. They r the ""do nothing"" party...a party where, when faced with alternative solutions, the first word out of their mouth is ""no"" &amp;1st action is to ""oppose, incite &amp; lie.They offer no alternatives...just concerned with staying in power!","inezwil43518773","986320831331565570",2021-03-10 01:36:52,0,0,"Greensboro, NC",62,109,NA,"en"
"1006","ik I’m just being sensitive but people saying ashnikko is pandering to men with slumber party feels biphobic, I can’t explain it though","iindigobones","1255188172172115968",2021-03-10 02:29:37,0,0,"Johnny Depp deserves better.",140,99,NA,"en"
"1007","@Bexorexorex Party is not over","Jimmyjude13","860332728",2021-03-10 02:29:36,0,0,"Florida, USA",27866,684,NA,"en"
"1008","Juran (Zyuran) probably needs a hug  <U+0001F622>
And a party https://t.co/Fy7H0Zwz71","klobyte","1276753038619754497",2021-03-10 02:29:33,0,0,"",0,37,NA,"en"
"1009","@candycane1168 @PauleyTeeks @laurenboebert Says read a book. 
Thinks the party’s one day agreed to switch agendas.","TideBrah","266658120",2021-03-10 02:29:32,0,0,"",93,611,NA,"en"
"1010","@srquacksalot <U+0001FAB3><U+0001F3F3><U+FE0F><U+200D><U+26A7><U+FE0F><U+0001F389><U+0001F38A><U+0001FA85><U+0001F409><U+0001F3F3><U+FE0F><U+200D><U+0001F308>
THEY ARE HAVING A PARTY !!!!","vilbzr","1124084072190373888",2021-03-10 02:29:30,1,0,"they them .. carrd byf <U+2740>  #TOMMY: he's the villian .. in the history books .. but sometimes, the villians win. lc ; sctbrr",844,1515,NA,"en"
"1011","Thinking about the time when I took a guy I really liked (and had been sleeping with) to a party with all my friends and he proceeded to chat up other girls and ignore me... so I went to where they were talking, stuck my fingers down my throat, and threw up at their feet.","MissEmilyReagan","251757888",2021-03-10 02:29:28,0,0,"Winterfell",596,181,NA,"en"
"1012","@subvoyeur Hosted a dinner party... used to be two a month...","mbehiels","91844134",2021-03-10 02:29:28,1,0,"Ottawa",33,277,NA,"en"
"1013","if i ascend into wl 7 / ar 52 with all party members level 80 (not 80/90 but 80/80) will that stupid “highly dangerous area” come up on my screen?? &lt;/3 https://t.co/epL5zqjMr1","triviakyo","710978496479301632",2021-03-10 02:29:27,0,0,"",1994,1267,NA,"en"
"1014","so do you think a party rep paid that guy to drag phoebe bridgers smashing a guitar on snl because of her display name lmao","XEECEEVEVO","2555573144",2021-03-10 02:29:27,21,0,"patreon.com/xeecee",5774,738,NA,"en"
"1015","@OdedRechavi You should have seen Prof. Jiggly at the last holiday party! Disgraceful, but with tenure, what can you do?","JoshuaZide","1286375387530964994",2021-03-10 02:29:27,0,0,"Newark, DE",242,289,NA,"en"
"1016","Just turned on the Blackhawks game and to no surprise Malcom Subban is ruining the Patrick Kane 1,000 game party with his horrendous rebound control. Nice!","brendan_budge","1126514347",2021-03-10 02:29:26,0,0,"Iowa City, IA",103,466,NA,"en"
"1017","i want to have a party so bad i am going to THROW UP","ParisLasagna","1279109567738249217",2021-03-10 02:29:26,2,0,"twitter web app",109,178,NA,"en"
"1018","Trump rails against 'RINOS and fools' and bashes GOP over fundraising https://t.co/GFkFTrRjzU via @MailOnline This narcissistic, lying ,immoral,corrupt, POS goes bonkers when he sees the thousands of honest, Christian, Repubs giving him the finger,rofl. Like I did,lol.","Rob09245883","1254455880654958594",2021-03-10 02:29:24,0,0,"",2,7,NA,"en"
"1019","@MarisePayne @FutureWomen @helenmccabe @NStottDespoja @Kate_Jenkins_ @officeforwomen The liberal party do not support women 
Never have https://t.co/UlohhMvt2W","bubblytest","84174241",2021-03-10 02:29:22,0,0,"Back in the Red Frydenberg <U+0001F400>",656,123,NA,"en"
"1020","@H03sNot4Me Party at Ricks<U+0001F973><U+0001F57A><U+0001F3FE>","ZeroCapCam","801552358870106112",2021-03-10 02:29:22,1,0,"SoCal",2152,1061,NA,"en"
"1021","@funder @MeidasTouch Trump is canceling the Republican Party.","JosephineImper2","1259483876143087628",2021-03-10 02:29:20,1,0,"",107,255,NA,"en"
"1022","Ready for a sexy celebration? My @Flirt4Free Party Show is about to be lit! Don't miss it https://t.co/6sd1JgipmN https://t.co/hdeBIrcI4t","sainarafat","1289264666863185920",2021-03-10 02:29:20,0,0,"",170,15,NA,"en"
"1023","It’s only March and we already planning my baby 1st bday party (July)!","chey_seymone","412775240",2021-03-10 02:29:19,0,0,"",740,650,NA,"en"
"1024","@ebruenig I'm in a very thin slice where I have no love for the monarchy but think it's pretty good to have a Governor General who's an academic or something instead of an Irish or Israeli system where some party's elder statesman adjudicates constitutional crises.","Flother2","1022751332124438536",2021-03-10 02:29:17,0,0,"Vancouver, BC",102,670,NA,"en"
"1025","I see people making physical merch for their Patreons, and I ..How? Do you work through third party? Have your own printing stuff at home?","Keishinkae","50448877",2021-03-10 02:29:17,1,0,"Kittypony's lap",1591,1318,NA,"en"
"1026","Myanmar party official dies in custody amid torture allegations https://t.co/ZnUwFxTnoT","element_alone","331441395",2021-03-10 02:29:16,1,0,"Antennae",26671,10617,NA,"en"
"1027","Kids these days don’t know what it’s like to go to a house party and having to avoid some guy wearing Google Glass.","Whataboutblaine","18225177",2021-03-10 02:29:14,14,1,"Denver, CO",13015,521,NA,"en"
"1028","Custom logo lighters, Personalized glitter lighters, Promotional lighters, Gift for smokers, Lighters with logos, Birthday party favors https://t.co/9vDAnmQH1h  #GiftsForStoners https://t.co/d8B9q40rnj","KraftyMcKrafter","518691694",2021-03-10 02:29:14,0,0,"Apopka, Florida",1028,1912,NA,"en"
"1029","The Republican Party is dead to me. https://t.co/zHM5wmMeL0","stich71303","151696237",2021-03-10 02:29:14,1,0,"Baton Rouge",3665,4863,NA,"en"
"1030","@yestremski @Simprano_Tony @BobMooreNV @RalstonReports @nvdems If the “moderates” went back to the Republican Party not only would this country actually have a leftist party the republicans would be less crazy. It’s weird you think that’s a bad thing","FriendlyFossil","1314706713480626176",2021-03-10 02:29:12,1,0,"",46,130,NA,"en"
"1031","they gotta pack it up ! party's over <U+0001F612> https://t.co/mQHZoyttte","sug4z","1187706284335718400",2021-03-10 02:29:11,0,0,"she!her • 18",196,161,NA,"en"
"1032","Morrison said the 'big swinging dicks' in the Liberal Party, was something from ten years ago. He was director of the NSW Liberal Party from 2000 to 2004 &amp; entred federal parliament in 2007, after cheating preselection. He's at the centre of the right wing toxic boys' club","AsTimeGoesBy0","1084371131203645440",2021-03-10 01:49:50,2,0,"Australia #ClimateEmergency ",508,228,NA,"en"
"1033","@deniseshrivell @GroperBlue Forensically cleaning a Liberal party office?","AsTimeGoesBy0","1084371131203645440",2021-03-10 02:14:48,0,0,"Australia #ClimateEmergency ",508,228,NA,"en"
"1034","@7NewsSydney @AstraZeneca @GladysB It's time to start thinking of the Liberal party as a disease &amp; eradicate it","AsTimeGoesBy0","1084371131203645440",2021-03-10 02:29:10,0,0,"Australia #ClimateEmergency ",508,228,NA,"en"
"1035","@HamillHimself Do you remember this, the Empire Strikes Back wrap party? I found this one photo online (couldn't find any others) &amp; it fascinates me. I miss parties <U+0001F625> What was on the menu? <U+0001F468><U+200D><U+0001F373><U+0001F37D><U+FE0F> (Also, I really love this overhead view of the set!) <U+0001F929><U+0001F60D><U+0001F37E><U+0001F942> https://t.co/WCWaWNQRZH","SLegend55","1218037690509086720",2021-03-10 02:29:08,0,0,"United States",12,85,NA,"en"
"1036","this how I remember the men were at my first student center party freshman yr https://t.co/LUoY4PsBXi","Jessiavelli","594245257",2021-03-10 02:29:08,0,0,"",619,534,NA,"en"
"1037","#NowPlaying on iFM - The Party Station: Sokote by Masauti! Tune in now on https://t.co/g907S8xZQR.","thisisifm","1331540125004820480",2021-03-10 01:38:33,0,0,"Nairobi, Kenya",249,288,NA,"en"
"1038","#NowPlaying on iFM - The Party Station: Murder by King Perryy Ft. Teni! Tune in now on https://t.co/g907S8PAIp.","thisisifm","1331540125004820480",2021-03-10 01:55:48,0,0,"Nairobi, Kenya",249,288,NA,"en"
"1039","#NowPlaying on iFM - The Party Station: Tuli Kubigere by A Pass! Tune in now on https://t.co/g907S8xZQR.","thisisifm","1331540125004820480",2021-03-10 02:12:41,0,0,"Nairobi, Kenya",249,288,NA,"en"
"1040","#NowPlaying on iFM - The Party Station: Kwa Hao by Mr. Seed Ft. Kartelo, Breeder Lw, Masterpiece, Vuva 34gvng, Madox (Boondocks), Dezian,VDJ Jones! Tune in now on https://t.co/g907S8xZQR.","thisisifm","1331540125004820480",2021-03-10 02:29:08,0,0,"Nairobi, Kenya",249,288,NA,"en"
"1041","@Acosta Why does the party allow a loser seditionist to control their money?","TorresClarke","1337861701379780610",2021-03-10 02:29:04,0,0,"Austin, TX",227,1673,NA,"en"
"1042","@ButteryBrownz https://t.co/FY7TD5993u this is one of em first joints i actually heard at a house party bbq actually decent too <U+0001F937><U+0001F3FF><U+200D><U+2642><U+FE0F>","BoDolla3","1273033358306656259",2021-03-10 02:29:03,0,0,"",19,205,NA,"en"
"1043","@Goss30Goss Yes. Without a party affiliation.  Which you can then declare yourself after you’re registered if you so choose.","dorgal","28098291",2021-03-10 02:29:03,0,0,"New York, USA",184,228,NA,"en"
"1044","@FenderGuy69 @lstewy @JockCartier @Brazilian_Ty @GregOnSports Coors party zone?","Fernie635","2602125612",2021-03-10 02:29:02,0,0,"Regina, SK",1158,862,NA,"en"
"1045","@davidgerard @SlayZeKyriarchy @robotdad @balisane yeah, the amount of times I passed just so some creep didn't my home address.... DMCA is a shit option unless you have money to have an agent or a third party you trust to handle your DMCA requests.","athenahollow","15383021",2021-03-10 02:29:02,1,0,"Indianapolis, IN",4347,329,NA,"en"
"1046","#BREAKING: House passes bill aimed at strengthening workers’ rights to unionize in party-line vote https://t.co/qzMdHIXZ5V https://t.co/w4Imv4EaIZ","KidCandyFighter","1220898395608342529",2021-03-10 02:29:01,0,0,"",2,154,NA,"en"
"1047","I want to have an exclusive sleepover party too...","fucktastrophe","4627711463",2021-03-10 02:29:00,1,0,"Working / School",661,574,NA,"en"
"1048","@CNNPolitics the democratic needs to get rid of the filibuster if joe Manchin going to keep going against his on party what is it with this guy","AMikeLeo","756928006887706624",2021-03-10 02:29:00,0,1,"United States",16,512,NA,"en"
"1049","I am extremely disappointed to see the Liberal government vote down this measure to provide a 110$ monthly increase to the Old Age Security benefit for those aged 65 and over.

https://t.co/b9dvhyixAE https://t.co/pGDNdS67jE","sduvall07","535820788",2021-03-10 02:28:58,2,1,"Hamilton, Ontario, Canada",2902,320,NA,"en"
"1050","@BesharmKutti To put it simply, just because he’s registered as a Republican does not mean he agrees with all the ideas of the party. For example majority of my relatives are Republicans but absolutely hate how the party is being run right now and disagree with majority of ideas","BullsEra21","1067193519670988800",2021-03-10 02:28:58,7,1,"Benny T. Bulls lawnmower",1289,967,NA,"en"
"1051","I’m listening to “It was good until it wasn’t” and my high ass just had to put both my headphones in for open/passionate","Party_Ma_","320381982",2021-03-10 02:28:56,0,0,"chicago ",1596,1423,NA,"en"
"1052","MODEST IS OVER PARTY YUP","louisonlyangelx","1118735124923764737",2021-03-10 02:28:53,0,0,"16 || ifb all || ot9",989,1034,NA,"en"
"1053","Me at my 4th grade birthday party https://t.co/THozaUVRVH","RahimaUsman13","1367611906782097413",2021-03-10 02:28:53,0,0,"",1,47,NA,"en"
"1054","the party's over, get that mf acc down <U+2757><U+2757> https://t.co/tF7OOxpj6E","royalskook","1247537754981814274",2021-03-10 02:28:52,0,0,"19 <U+2661> | she/her",726,264,NA,"en"
"1055","@harinde97698163 @narendramodi @AmitShah @MohuaMoitra @MamataOfficial It is a better option to keep all at one place. They will malign the name of &amp; also harm only one party.","YashPalBhasin","616971790",2021-03-10 02:28:51,0,0,"Bikaner(Raj) India",886,345,NA,"en"
"1056","As RonANON goes, so goes the Republican Party. 

Opinion | What has gotten into Ron Johnson? - The Washington Post https://t.co/3mIkS8tftC","KevinHeine18","1057347677455900673",2021-03-10 02:28:51,0,0,"",147,1011,NA,"en"
"1057","u fu fu fu sad party","sanapricity","3045433360",2021-03-10 02:08:59,0,0,"<U+0001D490><U+0001D48F><U+0001D484><U+0001D486><U+0001D48D><U+0001D482><U+0001D48F><U+0001D485> ",2318,2356,NA,"en"
"1058","i'm so sorry angel <U+0001F62D><U+0001F62D> u fu fu fu sad party https://t.co/9gt2PDXKLu","sanapricity","3045433360",2021-03-10 02:28:50,4,0,"<U+0001D490><U+0001D48F><U+0001D484><U+0001D486><U+0001D48D><U+0001D482><U+0001D48F><U+0001D485> ",2318,2356,NA,"en"
"1059","POPCAAN - UNRULY PARTY [CLEAN]","Newbalanz","30017444",2021-03-10 02:28:49,0,0,"Toronto, CA",1063,477,NA,"en"
"1060","@naarayanr If any Brahmin vote for this scoundrel’s party DMK, they should be excommunicated in all respects.","krishna89842895","1175788575457038337",2021-03-10 02:28:46,1,0,"",6,14,NA,"en"
"1061","BIGBANG https://t.co/yrIiiujhu2.10 Final in seoul concert ""We like 2 party"" LIVE #Kpop #BIGBANG #Korea #USA #Peru #AlianzaLima #KeikoPresidente #Willax #BetoASaber https://t.co/yVfnmfmGhB","FASHIONISTA1K","260625150",2021-03-10 02:28:44,1,0,"New York, Estados Unidos",1539,3770,NA,"en"
"1062","@seanhannity Are they going to ban pink and blue for birthday and baby party?","SGobserver88","1319514675051065345",2021-03-10 02:28:44,0,0,"United States",0,58,NA,"en"
"1063","March 9, 1990 House Party hit theaters

Some Featured Include
@kidfromkidnplay 
@thePLAYgroundz
@realmartymar 
@TishaCampbell
@THEAJZONE 
@fullforceworld 
@TheBowleggedOne
@RealPaulAnthony 
@george_clinton 
@darylchillmitch
@John_POPS_Spoon (RIP)
#RobinHarris (RIP)
and more https://t.co/bMI7OQN2ds","StessTheEmcee","23528011",2021-03-10 02:28:43,0,0,"Tallahassee, Fl ",3465,3727,NA,"en"
"1064","Ian go hold u my car take 93 so i been paying and complaining bout $3 for gas. Y’all late to the party <U+0001F923><U+0001F602>","dhood_4","266000177",2021-03-10 02:28:43,0,0,"Atlanta",1210,536,NA,"en"
"1065","@AdamBuzz @dalepmills Uncle Doofus is alway the one to ruin the party. Lol Glad he’s ok though.","Madameblueyes","31827617",2021-03-10 02:28:43,0,0,"Toronto",99,589,NA,"en"
"1066","Time to party, ladies

FUMIYAM KARAOKE","Babe37856795","1298240810622652416",2021-03-10 02:28:42,0,0,"",230,330,NA,"en"
"1067","Life is a party dress like it..

FUMIYAM KARAOKE","Babe37856795","1298240810622652416",2021-03-10 02:01:25,0,0,"",230,330,NA,"en"
"1068","@biwah @Atticus59914029 Im a HS teacher. Been in CR since Aug. I have a hard time tying these two. This nation has an immediate threat of national terrorism at our Capital doors. This has nothing to do with schools. We are in a season of attack from one party (or faction) not accepting results.","TraceyA60185561","869941933015265280",2021-03-10 02:28:42,0,0,"",489,751,NA,"en"
"1069","Take Como out now has a murderer who does what he did to 15,000 elderly people even his party wants gm out not to mention the sexual allegations 5 so far has come foward","justice0123","1191989767",2021-03-10 02:28:41,0,0,"Tampa, FL",13,39,NA,"en"
"1070","“Trump is killing our democracy” liberals: Cancel gop.      They literally want a one party socialist society #CancelGOP","Indepen31551198","1279239198512381952",2021-03-10 02:28:40,0,0,"Milwaukee ",926,1717,NA,"en"
"1071","@perrybellegarde Unbelievable they shun this given the clear abuses that occurred and the devastating ramifications in the aftermath. There is no place for Conservatives in Canada's future without that party's complete overhaul.","Annalina63","618638201",2021-03-10 02:28:39,0,0,"<U+0001F1E8><U+0001F1E6>",520,841,NA,"en"
"1072","partyhatsal let me in the damn party","ChlomakiBot","3314099822",2021-03-10 02:28:38,0,0,"Wherever ",27,5,NA,"en"
"1073","@SteveKerr @realStanVG Its really simple: the party with the least amount of voters wants to maintain control over the only thing keeping them  from going extinct.","CaliNorte650","90721973",2021-03-10 02:28:37,0,0,"",29,116,NA,"en"
"1074","@TinPotDickTator @GitRDoneLarry Let them raise their own money without him. See how that works out. I will no longer donate to a party that contains warhawks like Liz Cheney.","Valerie43720557","805984905284812800",2021-03-10 02:28:37,0,0,"",37,151,NA,"en"
"1075","@_jose_cintron_ @andrewschulz @Flagrant2Army Ya party to hard","TrueAmog","892201878402072576",2021-03-10 02:28:36,0,0,"",18,21,NA,"en"
"1076","@ysteinbuch NY Post was just starting to gain respect. I wonder how many ad clients are Trump supporters. They will be easy to find.

The riot was a Democratic Party psyop, and the poop was obviously left there by design as fodder for your phony impersonation of a journalist.","INFPmagnet","3518072836",2021-03-10 02:28:36,0,0,"Upstate New York, USA",95,235,NA,"en"
"1077","@TheNamesQ @ryanleone85 My bets are on a girl! I only have girls, so I'm partial. Congratulations to you both, either way! Share when you can, and don't start any forest fires with your gender reveal party!  LOL","Mothmoon2","1148351129010540547",2021-03-10 02:28:36,0,0,"Georgia, USA",216,233,NA,"en"
"1078","@StayIcy Wow you're a really old-school fan! I'm late to the party - I noticed him here and there in stuff that I'd watched, but I admit that I only became a bigger fan after seeing him in Kakegurui <U+0001F605>","yuriyuripinku","1356158634149855232",2021-03-10 02:28:34,0,0,"",111,30,NA,"en"
"1079","What is the air speed of an unladen pig in a magical glider? Our party will tackle this and other conundrums in tomorrow nights playtest session of Tales of Xadia, the Dragon Prince TTRPG on Twitch at 7:30 PM ET.
https://t.co/t3nGSjVVGo
#thedragonprince #TTRPG #CortexRPG #twitch https://t.co/4XNyA33k9F","JALittleBit","1324504547490992129",2021-03-10 02:28:34,3,3,"Boston, MA",20,39,NA,"en"
"1080","@TylerMa31948852 No plan survives first contact with the enemy... or the party <U+0001F606>","NorCalMythos","1082686135124451328",2021-03-10 02:28:33,0,0,"California, USA",10482,2595,NA,"en"
"1081","Join Maywood Together Party 2021 as we discussing COMMUNITY SAFETY &amp; POLICE ACCOUNTABILITY. 

Thursday, March 11th at 7pm Register: https://t.co/i2VkAKI91O
Learn more at https://t.co/uZZhePEFuF 
#MAYWOODTOGETHER https://t.co/nAKpZHNkOB","TrusteeBooker","1279870085277143041",2021-03-10 02:28:32,0,0,"Maywood, IL",22,49,NA,"en"
"1082","@summertime69 @KASM_NZ @timjonesbooks @Maori_Party @cindybax @packer_deb Same, we need more politicians voiceing the public’s clear views","randomb92336284","1353275802293420036",2021-03-10 02:28:32,1,0,"",4,18,NA,"en"
"1083","@SaskPower @Hawk5646 I heard Peterson’s we’re having a huge party. Probably overloaded the mazenod line.","starcoag","1646974675",2021-03-10 02:28:30,1,0,"Melfort, Sk",509,475,NA,"en"
"1084","@sidepiece94 when they did their 4th anniversary cocktail party special!","thinkabthvc","1225531885918588928",2021-03-10 02:28:30,1,0,"<U+0001F515> | she/they",8389,36,NA,"en"
"1085","@WesternCanada1 @albertarebel1 The Party isn't even 4 years old yet.  Have a little patience, no sense in having a leadership race that there probably wouldn't even be time to finish before the next election.  

They are both parties, with the same goal.","swank_bar","1344371122985455621",2021-03-10 02:28:28,0,0,"Western Canada ",151,628,NA,"en"
"1086","@thehill When Republicans say they're the party of ""working people,"" they mean the middle managers who spend all day in their office day trading and cheating on their spouses on Christian Mingle while the actual laborers are out on the floor getting the job done.","phwulfe","1339344707420180480",2021-03-10 02:28:27,3,0,"",67,127,NA,"en"
"1087","@Raju19683 @Saumya_miishra @Lost_History1 What prevent Hindus to support hindutva party! Hindus only sought others to favour them.","Bharat_aperture","881769578111451137",2021-03-10 02:28:25,0,0,"",318,538,NA,"en"
"1088","@CGBtennis @thotteusstevens He's a SocDem, not a socialist. He loves to misquote Lenin and said he'd have voted for Biden and caucused with Democrats. Also said recently The Squad was gonna lead a Vanguard Party and a socialist takeover. Pretty sure he's a sex pest &amp; harasser on top of the tactical n words","JdubK3986","4790390783",2021-03-10 02:28:22,0,0,"Connecticut, USA",148,388,NA,"en"
"1089","The pro-life party https://t.co/hWPV1TjBPm","rosie682","70985975",2021-03-10 02:28:22,0,0,"",136,194,NA,"en"
"1090","I miss you so much and can't wait The party on March 14...
I answer your question the next zatsudan streem!!

JST 5:00 March 12
PST 12:00 March 11
EST 15:00 March 11
GMT 20:00 March 11
https://t.co/WVGCCHs1CR https://t.co/6kpDcL7c9V","beatanichisato","1354424964930129925",2021-03-10 02:13:28,10,0,"",834,206,NA,"en"
"1091","aight party's over everyone pack it up https://t.co/8dou1atqMP","kiIIupjm","1271262567369969664",2021-03-10 02:28:20,0,0,"they/he/fai <U+2661> 15 <U+2661> N$INC",608,633,NA,"en"
"1092","wtf....nvm party's over pack it up <U+0001F612> https://t.co/H9PKJw1Gfw","IT4DORIS","840644653015748608",2021-03-10 02:28:19,0,0,"JENN | 8TEEN ! ar51",746,544,NA,"en"
"1093","Bernard Keane making the points that the Labor Party should:
""Scott Morrison has nothing to say about wages. His only proffered ideas around the Australian workforce consist of threatening jobseekers with even more punishment to force them to take underpaid, exploitative jobs","DouginCanberra","94719373",2021-03-10 02:28:16,0,0,"Canberra",695,561,NA,"en"
"1094","@mtgreenee Says the woman who is tweeting about the royals. On a side note, Trump is going to bankrupt the Republican party, yeah that's you marg. If you think you'll get a dime from him then you haven't paid attention. https://t.co/gv5b5s6vFo","John666Slayer1","4194762792",2021-03-10 02:28:16,0,0," between earth and Uranus ",332,527,NA,"en"
"1095","@RaymanForSmash I'd like to say.

E3 is coming in a few months, and whether nintendo is participating or not. Hell even if it's happening at all. They probably still have a 2nd huge third party up their sleeves.

I'm saying this now, it's either crash or ray man. Those are my 2 logical guesses.","DuplicateRed","1358307729576783872",2021-03-10 02:28:16,0,0,"",20,252,NA,"en"
"1096","@PeterCo88 @STVNews @pritipatel Swinney must go. He’s an incompetent yes man in a party with no plan.","johnny55219656","1352887008985800705",2021-03-10 02:28:16,0,0,"",0,17,NA,"en"
"1097","He’s digging his own grave: Trump's feud with his own Republican Party reaches a new level #crazytrump #goodnews  https://t.co/QIQBW7U7n6","MichaelKleven","636483074",2021-03-10 02:28:15,0,0,"Seattle Washington",744,1269,NA,"en"
"1098","@MysterySolvent Satan spawn themed party . These two went as .. Tweedle-Drunk &amp; Tweedle-Lie","JasonCoulson6","1273774750368759809",2021-03-10 02:28:14,0,0,"England, United Kingdom",834,852,NA,"en"
"1099","<U+0001F44D> 

You made the natural connection. I'm shocked by the behavior of a party that I've always disagreed with, but respected. To accept this kind of behavior is dereliction of duty, IMO. https://t.co/igbWdfuIhb","NAGudelj","916382201825988608",2021-03-10 02:28:14,1,0,"Albuquerque, NM",6538,6561,NA,"en"
"1100","#zoomcodes party in the house https://t.co/ToMZuDtkLJ","alt_collins","1369425190015426568",2021-03-10 02:28:13,0,0,"",0,0,NA,"en"
"1101","@GregNor49298186 @marchantpolitic Yes but a rural advantage isn't necessarily the same as a party advantage if both/all parties are competitive there. e.g. the four seats in the North &amp; Lower North went 2 Lab 2 Lib that year.","timrollpickerin","23362775",2021-03-10 02:28:12,0,0,"Newham, London, United Kingdom",1515,2121,NA,"en"
"1102","@meiselasb #CancelTheGOP This party is no longer reality-based.","misstikib1","2916750281",2021-03-10 02:28:11,0,0,"Carson City, NV",37,231,NA,"en"
"1103","I think I just need a little party in my life...a little carnival","maxrron","463301297",2021-03-10 02:28:10,0,0,"Bridgetown, Barbados",428,367,NA,"en"
"1104","Frank Cavallaro is running for the Conservative party in the next election. Some of his potential constituents are bristling at the fact that he announced it from Florida.

 https://t.co/V6Qcfli2aN","Global_Montreal","218565801",2021-03-10 02:28:08,3,1,"Montreal",53542,242,NA,"en"
"1105","@ryangrim @beninbf @TheGreeneBJ @adamkern47 I'd advise you to watch @briebriejoy 's interview with Ralph Nader. And as much attention I can draw to the Baltimore City Council campaign for @FrancaMullerPaz . I'd trust the Green Party's motives over the Democratic Party any day.","brantbern","81716040",2021-03-10 02:28:07,1,0,"",198,235,NA,"en"
"1106","@jasminebxmb Jae please don’t mind me <U+0001F62D> and can you come to town for my party <U+0001F629><U+0001F97A>","drugsbxtchh","4331494875",2021-03-10 02:28:07,0,0,"Florida, USA",1080,714,NA,"en"
"1107","Every time I see the Japanese Mario rpg box art I thought yoshi was a party member but he actually isn’t https://t.co/wFcx3b7ieC","ValiantExalt","2400493980",2021-03-10 02:28:06,2,0,"Akkala region",713,178,NA,"en"
"1108","@votevets America should put workers first. 

The PRO act does that. 

Republicans have shown their true colors. They are not the party of the working class.","wlawrence71","714909338091933696",2021-03-10 02:28:06,0,0,"",1816,3638,NA,"en"
"1109","@wyrmforge Rift Quest Viego who is an awful party member always asking when they can go back to his romance storyline with the NPC the DM is quietly considering killing off so he stops getting weird about it.","CaptanMarvelous","876298674",2021-03-10 02:28:05,1,0,"Phoenix, AZ",237,246,NA,"en"
"1110","@BlackVotersMtr To the gop aka white nationalist party https://t.co/fPyT6kPNPn","acura23","19882076",2021-03-10 02:28:05,0,0,"",44,547,NA,"en"
"1111","I am going to celebrate having written my last winter lesson plan by setting up my spring Canvas sites. This sounds like a complaint, but in actuality, I AM TEACHING 2 (TWO!!!) CLASSES ON THE TOPIC OF ""WOMEN WHO WROTE IN YIDDISH"" NEXT QUARTER so I'm having a party over here.","JessicaKirzane","606334066",2021-03-10 02:27:23,9,0,"",892,873,NA,"en"
"1112","@protosemite @FaithCHillis when they are up you can join the party :)","JessicaKirzane","606334066",2021-03-10 02:28:05,1,0,"",892,873,NA,"en"
