"","text","screen_name","user_id","created_at","favourite_count","retweet_count","location","followers_count","friends_count","account_lang"
"3014","anyway I'm gonna play smash and watch splatoon lore videos","party_goth_dad",1369481857444810752,"2021-03-10 02:54:53",0,0,NA,NA,NA,NA
"3015","for this party rice boys ready do twerking competition with devil.","WizardOfAccra",1369481855825756160,"2021-03-10 02:54:52",2,0,"In my feelings.",8947,5030,NA
"3016","@ian_linnabary @SenatorRomney Why when we beat the opposition by 7.5 million votes, should we need their input in p… https://t.co/UuVD0Nbdjm","houseoframonov",1369481854433325056,"2021-03-10 02:54:52",0,0,"Mantua, VA",25,192,NA
"3017","This gone b me at the birthday party 🤣 https://t.co/3lpQzxGQ5x","hollyhoodlay2x",1369481854273880064,"2021-03-10 02:54:52",0,0,"",76,151,NA
"3018","RT @WCGamingTweets: Microsoft's acquisition of ZeniMax Media approved by EU, Bethesda closer to being Xbox first-party: https://t.co/cfTYeg…","209kingpin",1369481854173114368,"2021-03-10 02:54:52",0,163,"STOCKTON ",117,898,NA
"3019","@happyblacklegen green party for life now i have so much regret","merinuh",1369481850377433088,"2021-03-10 02:54:51",1,0,"boston area🤷🏻‍♀️",1333,673,NA
"3020","RT @dcherring: @TracieMac2021 @Pinche_Pi I wanna be encouraging to the Sane forces in the R Party. &amp; Fortunately, i'm not the only one. :)","dcherring",1369481850033381376,"2021-03-10 02:54:51",0,1,"Los Angeles, CA",23914,1575,NA
"3021","A demon creature — 

      It appeared outside of the party and caused a bit of a stir. https://t.co/K3hj06kYGM","DESTINEDBLONDIE",1369481848271892480,"2021-03-10 02:54:51",0,0,"",73,86,NA
"3022","RT @TomCBallard: NEW PODCAST: @NZGreens MP Ricardo Menéndez March (@RMarchNZ) on the motto ""be gay do crime"", the neoliberal legacy of the…","teanau_tuiono",1369481842894598144,"2021-03-10 02:54:49",0,7,"",4212,2011,NA
"3023","My mom is SO hype for her bday wine tasting party with @chasityscooper The pandemic hit right before her bday last… https://t.co/igIM0DI4fW","JuneTheOwl",1369481841607081984,"2021-03-10 02:54:49",0,1,"Up.",110,254,NA
"3024","@BluBerryy_1 AND UR BIRTHDAY! sooooo many reasons to party","idontcawa",1369481840491442176,"2021-03-10 02:54:49",0,0,"neverland",2014,232,NA
"3025","Being registered with a party means jack shit. Trump was literally a Democrat until like 2010","gronk_goat",1369481840415883264,"2021-03-10 02:54:49",0,0,"Racial chat rooms ",586,375,NA
"3026","I have a new pet peave,  the Republican Party is out to suppress voter rights. Already passed in Iowa and Georgia i… https://t.co/vV8Rdx5gRy","marycloudnine1",1369481840004915200,"2021-03-10 02:54:49",0,0,"Tallahassee Fl",16,77,NA
"3027","RT @5ecretNumber: [NOTICE] 2021.03.09 05:00 PM (KST) 

SECRET NUMBER Mention Party with #DITA 💞

DITA's mention party will be held on SECRE…","gemahnm12",1369481835546169344,"2021-03-10 02:54:47",0,1804,"",3,6,NA
"3028","RT @FatalAdonis: Hey Guys! It's Kestrel's First ever Art Party!
3/14/2021
5 pm to 9 pm PST
8 pm to 12 am EST
Balmung, Mist W18P7
Pastel Gla…","TrishelleXIV",1369481830085263360,"2021-03-10 02:54:46",0,3,"h: glue_stick",1078,990,NA
"3029","@KwikWarren The party of no. #RIPGOP 
They don't care about the progress of government.

Especially not the progres… https://t.co/ADXlCHqjxl","keciabee",1369481829670076416,"2021-03-10 02:54:46",1,0,"#BLM #TransLivesMatter too  💙",4553,4945,NA
"3030","BKjohnsen is streaming Karaoke Party on DLive! https://t.co/Dypfpr9yno #Karaoke Party","CrocheterKaren",1369481827879157760,"2021-03-10 02:54:46",0,0,"",115,57,NA
"3031","Latest news: the terrorist forces blocked the railway workers compound at Sat San and Ma Hlwa Kone this morning as… https://t.co/GDGRUQ0paG","maynadikyaw",1369481827782512640,"2021-03-10 02:54:46",1,1,"Myanmar",90,83,NA
"3032","@vthe_j @LasVegasDSA @nvdems ActBlue is already independent of the DNC. They're just a contractor who facilitates c… https://t.co/yWJX4kx4Vs","Strike4Earth",1369481826020913152,"2021-03-10 02:54:45",0,0,"Nor-cal",1350,4311,NA
"3033","HELPPP 🆘 !! What do you think I have to wear for tonight's party 🎉? https://t.co/Uw3SOZ7GuV","Eva93414",1369481822971760640,"2021-03-10 02:54:44",0,0,NA,NA,NA,NA
"3034","@hectorharisson @BotOfDogecoin Buy another one to keep the first one company. Then buy a few more to celebrate a Doge party","PatriotMystic",1369481822674026496,"2021-03-10 02:54:44",1,0,"",21,39,NA
"3035","The interviewer chose to malign the Indian democracy by accusing the elections being rigged in Kashmir from time to… https://t.co/9kpNkYKb23","I_MishrOfficial",1369481819477831680,"2021-03-10 02:54:44",0,0,NA,NA,NA,NA
"3036","@Vicnasty2point0 @francoislegault Seriously. Please give me the virus killing juice. Mikey wants to party soon.","MikeForDays",1369481818660028416,"2021-03-10 02:54:43",0,0,"",30,208,NA
"3037","#Democrats should all give a few dollars of the $1,400. checks 2 the party 2 fight these bastards with https://t.co/QxxLS0XOVW","StCyrlyMe2",1369481817695215616,"2021-03-10 02:54:43",0,0,"Henderson Nv",15884,17403,NA
"3038","Let's do a buying/streaming party, or some sort of promo event, let's concentrate our efforts in being BTS stronges… https://t.co/IVXkJyE8Vj","hopeandhobi",1369481815229145088,"2021-03-10 02:54:43",15,9,"Hoseok's lap ",954,691,NA
"3039","""the gop is the party of the working class"" my ass. I've watched them tear down unions &amp; justify outsourcing labor… https://t.co/s6aOCbHskf","soleuscramps",1369481815115800576,"2021-03-10 02:54:43",0,0,"",332,1165,NA
"3040","What do you give people at an engagement party? I need help pls!","Truly_Tiiny",1369481814939680768,"2021-03-10 02:54:43",0,0,"Atlanta, GA",617,544,NA
"3041","RT @RobBossArt: BMO Dance Party! https://t.co/m58pctreP2","Blue_Lasagna900",1369481812150521856,"2021-03-10 02:54:42",0,24,"Atlanta, GA🍑",182,160,NA
"3042","@hugolowell Great a Bill that will allow non citizens to vote. They h  so be to be truthful and opt out of voting b… https://t.co/7sadU7G3VF","MBB_11",1369481811735240704,"2021-03-10 02:54:42",0,0,"",0,30,NA
"3043","RT @BobRoomba: LOOK AT ME! I'M A BUMBLE BEE! bzzzzzzzzzz 🐝🐝

CrowleyDad got it for me for my birthday so I can dress up for my party. https…","theamobley8",1369481811248574464,"2021-03-10 02:54:42",0,2,"London, England",31,119,NA
"3044","RT @joelpollak: ""[N]ot since the Alien and Sedition Acts has one political party in Congress sought to bend the power of the federal govern…","jford5002",1369481810309230592,"2021-03-10 02:54:41",0,47,"",708,913,NA
"3045","@sucrecheri @SJofficial see you at the house party guysss
can't wait to meet y'all in the house party^^… https://t.co/xlQBcpA6FB","sointoteukie",1369481809851936768,"2021-03-10 02:54:41",1,0,"",485,659,NA
"3046","RT @ShivaNMapp: Visited the 1ly temple dedicated2 Saint Thyagarajar (Valmiki Avatar) at #Pollachi built by very humble, local Naayanakarar…","Sathish1918",1369481808799092736,"2021-03-10 02:54:41",0,90,"Udumalpet",5,54,NA
"3047","RT @AlphaBgyo: Guys let’s stream party sa spotify! 🙌🏻 #BGYO","day23_d",1369481807272439808,"2021-03-10 02:54:41",0,1,"",108,145,NA
"3048","@MJMcKean Congratulations to the Republican Party. They have killed the American Experiment. Their hatred for anyon… https://t.co/diAdQeH6FT","geowolfson",1369481805766811648,"2021-03-10 02:54:40",0,0,"Dallas, TX",55,155,NA
"3049","RT @sorettisaleh: If free &amp; fair elections were held in Oromia, #Ethiopia, the Prosperity Party knows it wouldn't stand a chance. It has th…","AChibssa",1369481801220161536,"2021-03-10 02:54:39",0,11,"",4,69,NA
"3050","RT @JohnFugelsang: Artists who sent Cease and Desist to Trump, and were ignored:

The Rolling Stones
Pharrell Williams
Rihanna
Tom Petty's…","UnRapporteur1",1369481800595161088,"2021-03-10 02:54:39",0,264,"Choeung Ek",6592,7180,NA
"3051","@TracieMac2021 @Pinche_Pi I wanna be encouraging to the Sane forces in the R Party. &amp; Fortunately, i'm not the only one. :)","dcherring",1369481800091770880,"2021-03-10 02:54:39",5,1,"Los Angeles, CA",23914,1575,NA
"3052","@captmattj Watching Rachel, I see. I’m throwing the biggest party when Trump is convicted! https://t.co/UlvqHVzV9o","mel_asks",1369481799991095296,"2021-03-10 02:54:39",1,0,"California, USA",840,779,NA
"3053","@IndiaToday @SupriyaShrinate @kakoligdastidar @BJP4India is Balatkari Janta Party and anti women, thats why they ha… https://t.co/Tjm2bJa2R2","NonBhaktIndian",1369481798418276352,"2021-03-10 02:54:39",0,0,"",69,364,NA
"3054","RT @grrenshaw: @laurenboebert The party of kidnap-kids-or-put-them-in-cages and Build the Wall is now concerned about fencing intended to i…","Ian_Gecko",1369481797797441536,"2021-03-10 02:54:38",0,2,"Denver, CO",1003,2265,NA
"3055","@SameeraKhan tIbEt'S cUlTuRe? ""..skull implement is a ritual mask, which is worn only when the living is sacrificed… https://t.co/OPoklVT8ur","phelanm",1369481795851452416,"2021-03-10 02:54:38",1,0,"",2321,4344,NA
"3056","Who knew Borat could be a censorious scold?

Go make hand party elsewhere. https://t.co/eC0x2Ka0bJ","juukuchi",1369481794492526592,"2021-03-10 02:54:38",1,0,"",776,219,NA
"3057","@BlackEmojiz It was hard as hell bro literally gotta go flawless in FFA 😂😭 got mine in party games tho lol I was chillin","PoliceWarrants",1369481791480987648,"2021-03-10 02:54:37",1,0,"Newark, NJ",5629,1575,NA
"3058","@mmpadellan The Republican Party is trying rigging the elections for years to come. Everyone must stand together an… https://t.co/vCoxISB66Y","HarveyDonaldso8",1369481790574850048,"2021-03-10 02:54:37",0,0,"",21,232,NA
"3059","also the splatoon music fucking goes hard","party_goth_dad",1369481790205931520,"2021-03-10 02:54:37",0,0,NA,NA,NA,NA
"3060","It's Uh Party https://t.co/uhHbyqtF5C via @YouTube prod. by BeatrixX Sounds, Virginia Beach, Virginia.  Nasirel757@gmail.com","BeattrixxO",1369481789866180608,"2021-03-10 02:54:37",1,0,"",0,0,NA
"3061","@Lefty_Mind Word.  Enough.  We need cross party facts and shared responsibility....and a climate plan NOW.  Can som… https://t.co/HuARQ8Uzwe","juliemacpots",1369481788746133504,"2021-03-10 02:54:36",0,0,"British Columbia, Canada",14,82,NA
"3062","@ProjectLincoln “We have the Republican Party”.
Files multiple cease and desists against the Republican Party","cap02914",1369481787714502656,"2021-03-10 02:54:36",0,0,"Rhode Island, USA",49,75,NA
"3063","RT @Just_ReneaR: Imagine playing truth or dare at a party and they dare you to go home 😡😩😂🤣","Jonbassett6",1369481784723861504,"2021-03-10 02:54:35",0,9,"Above ground wearing my mask!",16343,16549,NA
"3064","RT @AsteadWesley: New: When Joe Biden spoke in support of Alabama Amazon workers, union activists heard something more: a Democratic Party…","ElephantaEdith",1369481782593265664,"2021-03-10 02:54:35",0,641,"",25,26,NA
"3065","RT @AdamParkhomenko: I seriously can’t get over the contrast of what Democrats just did for Americans and the whole right-wing ecosystem sp…","OtwellKay",1369481781997617152,"2021-03-10 02:54:35",0,6140,"",1447,2357,NA
"3066","@GOP Yall might as well pack up and go home. It isn't the GOP party anymore. You've allowed the rabid dog to takeov… https://t.co/VXqhUqJzCr","ChristyLHarris1",1369481781016223744,"2021-03-10 02:54:34",0,0,"Tampa, Florida",50,331,NA
"3067","Get this: the aesthetics of Alan Wake with the controls of Little Big Planet and the marketing of Corpse Party","gamecombination",1369481776977084416,"2021-03-10 02:54:34",0,0,"",73,0,NA
"3068","@emilydoreen Hello, and thanks for the tweet. We're sorry to see this is happening with your orders. To confirm, ar… https://t.co/b9hmNiWkZy","AmazonHelp",1369481770115203072,"2021-03-10 02:54:32",0,0,"",376716,71,NA
"3069","@Acosta Trump’s ‘use ‘em &amp; lose ‘em’ strikes again. 
RNC only made him an exclusive candidate and cancelled primari… https://t.co/A7uhtKeye6","M3ll1n",1369481761151852544,"2021-03-10 02:54:30",0,0,"",63,56,NA
"3070","Lol I don’t affiliate with any party. Next. https://t.co/DU8EqPRlMT","Lindy_31",1369481760627691520,"2021-03-10 02:54:30",0,0,"Winona, MN",244,244,NA
"3071","@BrianDingg I’m lucky my town is liberal but I thought we can completely move on from attacking minorities. It neve… https://t.co/husMLzWAEV","bluJplays",1369481759633666048,"2021-03-10 02:54:29",0,0,"Massachusetts",161,283,NA
"3072","RT @dj_stormageddon: TONIGHT'S THE NIGHT!!!!

I'm one of @FUSERgame's featured streamer over on their #Twitch channel. The party starts at…","dj_stormageddon",1369481759348428800,"2021-03-10 02:54:29",0,11,"He/Him",1512,1410,NA
"3073","RT @cassandrawest85: Watch NPR’s Jenn White Lead Riveting Discussion at Launch Party —  One Earth Film Festival https://t.co/sN4gQHqBqK 
@1…","1lolamarina",1369481756202696704,"2021-03-10 02:54:29",0,1,"New Jersey, PUERTO RICO",13762,9920,NA
"3074","@adamajacoby You Sir are correct. If women formed their own party and if only women voted for it, men would split t… https://t.co/IuRZk81wXT","DavidWa96058036",1369481756110327808,"2021-03-10 02:54:29",2,0,"",14,108,NA
"3075","@williamjordann @WalshFreedom So much for the party of the working people. Elitist is as elitist does. They want yo… https://t.co/SD5nN3oIAG","dogparkchaplain",1369481756018044928,"2021-03-10 02:54:29",0,0,"",2,19,NA
"3076","@QuincyTrendOFC ready to party

QUINCY OnGameKaNaBa","Im_Kasse26",1369481754914951168,"2021-03-10 02:54:28",0,0,"San Pablo City,Laguna",141,548,NA
"3077","RT @Cavalorn: 'I never thought leopards would eat MY face,' sobs woman who voted for the Leopards Eating People's Faces Party.","ArizSandraMitch",1369481751312039936,"2021-03-10 02:54:27",0,57376,"",347,672,NA
"3078","@ryangrim @beninbf @TheGreeneBJ @adamkern47 Green Party's job should be to look out for the Green Party if they bel… https://t.co/uIxl1AdM9t","SweatuhGod",1369481749936365568,"2021-03-10 02:54:27",0,0,"Follows You",2818,1339,NA
"3079","RT @hEyJoNiE: @_KvngFree_ @motorcityoprah That’s where the party at 🥳😂🤣😂🤣folk know business in front and party in the back 🤣😂","hey_Meesh",1369481748573286400,"2021-03-10 02:54:27",0,1,"Scotty Beam Me Up",2575,1986,NA
"3080","RT @nobby15: @Biggy1883 Total wipeout or just a landslide: how bad will the 2021 WA election be for the Liberals? https://t.co/x31NUh6xA4","Frankscan1965",1369481748388610048,"2021-03-10 02:54:27",0,2,"WA ",689,1666,NA
"3081","HELPPP 🆘 !! What do you think I have to wear for tonight's party 🎉? https://t.co/1rBmbrszl5","Olivia55356",1369481747432407040,"2021-03-10 02:54:26",0,0,NA,NA,NA,NA
"3082","RT @ThatPenguinGame: 15 years ago today, the Club Penguin Team shared a Sneak Peek of the upcoming Pet Shop room, Puffle Party information,…","cat_fitzy",1369481747021242368,"2021-03-10 02:54:26",0,5,"",21,168,NA
"3083","RT @MichaelJFell: How the Nevada Democrat Socialists Ousted the Traditional Democrat Party and Why You Should Pay Attention https://t.co/36…","BlackieLamorea1",1369481744227987456,"2021-03-10 02:54:26",0,1,"TRUMP😅KAG noJUSTICE 4 all no✌",574,1024,NA
"3084","Myanmar party official dies in custody amid torture allegations https://t.co/ZuCbSQCotI via @AJEnglish","moviegeekjn",1369481742986346496,"2021-03-10 02:54:25",0,0,"Phoenix",278,673,NA
"3085","We got birthday party's for your chihuahua down at the atomic wrangler","Deathclaws4Life",1369481741979762688,"2021-03-10 02:54:25",0,0,"Nevada, USA",97,50,NA
"3086","@TheDemCoalition @sherrybolley Only way there party can revive is too remain in power but we have to make sure they never gain back power","curtquin",1369481741384220672,"2021-03-10 02:54:25",0,0,"Chicago, IL",887,2114,NA
"3087","REQUEST @arashi5official @MTV #FridayLivestream

🌼🐰🌼🐰🌼🐰🌼🐰🌼🐰🌼

ARASHI /Turning Up / Party Starters / Whenever You Ca… https://t.co/IG8jfR1Scn","kino24081250",1369481737365942272,"2021-03-10 02:54:24",0,0,"",267,294,NA
"3088","Whenever I see bachelorette (as in party) abbreviated to “bach,” I only think ⬇️ https://t.co/Q6bDwH6tuK","KarlyShorter",1369481736615297024,"2021-03-10 02:54:24",0,0,"South Carolina, USA",124,379,NA
"3089","RT @merespectator18: All the best @Gayatri_TDP . Would like to see an opinionated , strong, dedicated party woman represent her people n vo…","tummalarakesh6",1369481736220897280,"2021-03-10 02:54:24",0,13,"Hyderabad, India",433,794,NA
"3090","RT @kylegriffin1: Biden's words on the union debate in Alabama showed his willingness to use the bully pulpit on behalf of communities that…","gurliegurl23",1369481734681751552,"2021-03-10 02:54:23",0,216,"",49,1829,NA
"3091","@thehill To the giving money to the Texas Democratic Party to put the GOP out of business!

Awaaaaaaayyyyyyyy

https://t.co/oQsDRyqaRa","SpookiSocialist",1369481734274879488,"2021-03-10 02:54:23",0,0,"Pennsylvania",935,1611,NA
"3092","@bandido530 @Exisco I saw it on Netflix it was extremely creepy and he was left alone at a party after someone said… https://t.co/DLqyrqKbIz","theshadowrealm3",1369481733100429312,"2021-03-10 02:54:23",2,0,"Tampa",506,872,NA
"3093","@kellydennettnz A bit like the time when someone who worked with me released a document where they had twinked out… https://t.co/lGGKAGgmMJ","WayneMcNee",1369481732743831552,"2021-03-10 02:54:23",0,0,"",329,264,NA
"3094","@aajtak @BJP4India is Balatkari Janta Party and anti women, thats why they have problem with Jai Maa Durga chant...… https://t.co/XNR7sBaOTs","NonBhaktIndian",1369481732504756224,"2021-03-10 02:54:23",0,0,"",69,364,NA
"3095","@KateacIysm I think that's the hardest part about making an rpg with more characters than you can fit in a party. Y… https://t.co/voC5xL63HC","HeartOfRogue",1369481732131586048,"2021-03-10 02:54:23",0,0,"Eorzea",183,114,NA
"3096","@Abacus73092278 @RepMattGaetz Sounds like the Republican Party","ArmisteadJosie",1369481728205721600,"2021-03-10 02:54:22",0,0,"",21,150,NA
"3097","@SussexReal @wien_sulzbach @BreakthruDiva @RoyalFamily He said earlier today on the party issue for Royal rats is t… https://t.co/utEVuHES8y","Ava42",1369481725714300928,"2021-03-10 02:54:21",1,0,"New Jersey, USA",173,934,NA
"3098","200 UMass Amherst Students Could Be Suspended After Attending Party – CBS Boston https://t.co/QAyy5dsgGd","USNewsbazz",1369481725265510400,"2021-03-10 02:54:21",0,0,"",38,247,NA
"3099","@ReichartsRant Second edition just put party shades on him","ken_wheeler",1369481721134149632,"2021-03-10 02:54:20",1,0,"Jersey Shore",27604,1528,NA
"3100","#GoodRiddanceToSelfOpinionatedSelfRighteousNeitherCleverNorTooBright ""GMB BULLY BOY"" who got away with MURDER simpl… https://t.co/IdBg5UJB0V","CDekauwe1",1369481717829017600,"2021-03-10 02:54:19",1,1,"London",142,5628,NA
"3101","Love that this is getting updated with little tidbits of information...💧💧💧https://t.co/uPh3sNPCBT","gwynncompton",1369481716994220032,"2021-03-10 02:54:19",1,0,"Paraparaumu Beach",1538,1658,NA
"3102","ok la cryo mage is still doable?

hydro abyss mage without cryo in your party???? 
nope the fk out","not_traveler",1369481714678992896,"2021-03-10 02:54:19",0,0,"",17,44,NA
"3103","@COOLViViFILMS WOOOOOO PARTY TIME !","lustbakshi",1369481712678268928,"2021-03-10 02:54:18",1,0,NA,NA,NA,NA
"3104","RT @Will19791: @death_labour @CllrAnnaRothery And the councillors continue to stand by a Party that is wrong and not fit for purpose knowin…","one_in_10",1369481711927574528,"2021-03-10 02:54:18",0,1,"England, United Kingdom",539,28,NA
"3105","stuff is coming along for my son first party 🥰🥰🥰🥰","antwanettep_",1369481711483035648,"2021-03-10 02:54:18",0,0,"Sherman, TX",714,1555,NA
"3106","RT @OldHondaMeister: @alweaver22 Good, @RepLizCheney, you've got more backbone than McCarthy &amp; other Trump loyalists.  Boil it all down, it…","smpjames",1369481710765830144,"2021-03-10 02:54:18",0,5,"Montreal, Québec",434,277,NA
"3107","RT @wornout_teacher: @dakotakochie @Scribulatora @erinotoole @CPC_HQ I still can see Harper sitting on his ass alongside other Cons while e…","CanadianPatter",1369481710459494400,"2021-03-10 02:54:18",0,1,"Canadian 🇨🇦 Ab/Mb",1038,1132,NA
"3108","It wouldn't be a party without you #BIGOLIVE &gt; PK TIME 🤟🏿FAMILY GIFTS ONLY.    https://t.co/2VZYw4xPUg… https://t.co/DkEjXBuhDl","BIGNUNIKAT",1369481709943676928,"2021-03-10 02:54:18",0,0,"Fort Meade, FL",66,869,NA
"3109","My washer at home acting funny. So I’m in the laundry mat washing linens used from this weekends party.","AnnaBtheG",1369481707645263872,"2021-03-10 02:54:17",0,0,"New Orleans♥♥♥",1190,958,NA
"3110","@sidorlss @RoseSongstress - Having a party member without a job stone at 50+ content","EldraziOutlaw",1369481705820655616,"2021-03-10 02:54:17",1,0,"",71,202,NA
"3111","RT @natemax: @MeidasTouch The entire party is a sickness.

https://t.co/wUchr8IenS","TruthHurtSoGood",1369481704080031744,"2021-03-10 02:54:16",0,9,"Your neighbor ",346,1481,NA
"3112","RT @emojeonggukie: 20+ ARMY FOLLOW PARTY ‼️

hii i’m pauli im 20 and i wanna find more 20+ moots so like and rt :) i’m jk biased and studyi…","bangtanolophy",1369481703455031296,"2021-03-10 02:54:16",0,43,"Iloilo City, Western Visayas",165,343,NA
"3113","@AshaRangappa_ Was this written in invisible ink on their party platform?","podmanic",1369481702033137664,"2021-03-10 02:54:16",0,0,"",94,193,NA
"3114","pedal party on the rack caaaase","sleffy_",1369481700930056192,"2021-03-10 02:54:15",1,0,"Bay Area, CA",458,428,NA
"3115","RT @Jeffreyalvey: Donald Trump is attempting a hostile takeover of the Republican Party To fill his own pockets... https://t.co/DUTk2aRbF9","DesignDreamer1",1369481699701166080,"2021-03-10 02:54:15",0,1,"",3294,4038,NA
"3116","@XRPcryptowolf @thebearablebull Just in time to wreck the party #ZIL https://t.co/69oekSxigC","cartman81648015",1369481697830440960,"2021-03-10 02:54:15",0,0,"",67,64,NA
"3117","@RepDonBacon And what relief did Republicans offer? I remember some blue lights and applause for healthcare workers… https://t.co/l6yWwiNGtZ","PineappleSwifty",1369481697398566912,"2021-03-10 02:54:15",0,0,"",6,82,NA
"3118","RT @DavidJHarrisJr: Good riddance to the RINOs.
https://t.co/RIsV1XmLZz","Kimta22",1369481691266482176,"2021-03-10 02:54:13",0,151,"",58,88,NA
"3119","@RepPeteStauber @HouseGOP At least she went big instead of that skinny bill y’all passed in December.. America was… https://t.co/ZbCYQWlUbT","JDade24",1369481690494697472,"2021-03-10 02:54:13",0,0,"La Grange Mo",259,1079,NA
"3120","Partisan gerrymandering is anti-democratic.

It subverts the will of the voters and creates districts that further… https://t.co/L53k6vNBKD","Pathfinder1001",1369481689467084800,"2021-03-10 02:54:13",0,0,"",13093,13411,NA
"3121","@the_crypto_hobo @camilacampton @PeterSchiff Why not use bitcoin’s lightning network for that?

Right now all other… https://t.co/s70vV1RVlg","TheAmateurInvs",1369481688913436672,"2021-03-10 02:54:13",1,0,"",222,942,NA
"3122","RT @Jayce276: It is the test match of the season but it is not the only game at play.  The stakes are high for all our protagonists. It's t…","TashaAce",1369481688745672704,"2021-03-10 02:54:12",0,74,"",1083,1514,NA
"3123","RT @natespuewell: The Republican party is no longer a party of law and order, no longer a supporter of the Constitution of the United State…","Joeleen72255925",1369481688032632832,"2021-03-10 02:54:12",0,4,"",1555,4892,NA
"3124","RT @SecPompeo: Wheels down in Wisconsin. The Chinese Communist Party is trying to exploit our open society and mislead the American public…","B1ue5t0rm",1369481680877056000,"2021-03-10 02:54:11",0,2266,"",7,28,NA
"3125","@ndtv @BJP4India is Balatkari Janta Party and anti women, thats why they have problem with Jai Maa Durga chant...🙏… https://t.co/cU1QoSCg9o","NonBhaktIndian",1369481678322737152,"2021-03-10 02:54:10",0,0,"",69,364,NA
"3126","RT @akela_lacy: NEW w/ @ryangrim: A DSA slate won every seat in the Nevada Democratic party leadership. Then the entire staff quit, and too…","motosherpa",1369481676837986304,"2021-03-10 02:54:10",0,756,"Persevero, tolero, prospicio.",58,253,NA
"3127","@sucrecheri @ADonghaelee @dreamydhae_ @nadiacho95 @aajaaapaa @Jeon_ssi_ @Biohazard_Isaka @xjeyxie @bayimokpo… https://t.co/dvbVKKZ4r0","adorable_hae97",1369481669883817984,"2021-03-10 02:54:08",1,0,"indonesia,padang",715,1373,NA
"3128","@WayneDevlin5 @Glenna45068207 @JackNationalist @YouTube Yes.  For a new party, doing politics differently... Lol le… https://t.co/9VkhCkJOxK","Exposn4Humanity",1369481667203665920,"2021-03-10 02:54:07",0,0,"South Dakota, USA",277,1057,NA
"3129","RT @nolifeneet: How is the PPC doing anyway?

""Since the last election — when the People’s party won only 1.6 per cent of the popular vote…","Ivriniel",1369481665127518208,"2021-03-10 02:54:07",0,1,"",1366,2569,NA
"3130","@RepHarshbarger Another day, another Voter Suppression tactic.  It's 2021 and the Republicans and our seditionist c… https://t.co/N405Zd758o","TrishaRN_",1369481664628330496,"2021-03-10 02:54:07",0,0,"",67,181,NA
"3131","@Array_EB mario party 2 is easily the best one, but 1-6 are all goated","iamresh_",1369481664439742464,"2021-03-10 02:54:07",0,0,"",229,1114,NA
"3132","RT @TVWatchtower: It wouldn't be a #BTS party  🎉without a surprise drop-in by Jungkook for Yoongi's birthday today: 
https://t.co/VkogQmkZR…","PjVN7orSBLfNJuR",1369481662589923328,"2021-03-10 02:54:06",0,164,"",39,49,NA
"3133","RT @death_labour: @CllrAnnaRothery It's disgusting how Labour has become the party of veiled and not so veiled racism.

This is down to Sta…","one_in_10",1369481662409695232,"2021-03-10 02:54:06",0,6,"England, United Kingdom",539,28,NA
"3134","@zecash98 The party's in the first half of book 2. Just finished the Gold Mine. *Slightly* disappointed with the en… https://t.co/Y555Zve0kw","Gid_Rhys",1369481658840227840,"2021-03-10 02:54:05",0,0,"Denver, CO",355,883,NA
"3135","@TheUnaButters @Actually_Tina I mean when one party swings first. https://t.co/fAOQ6n8gKZ","Super_Shanko",1369481652100083712,"2021-03-10 02:54:04",0,0,"",456,1573,NA
"3136","REQUEST @arashi5official @MTV #FridayLivestream

🍀🐇🍀🐇🍀🐇🍀🐇🍀🐇🍀

ARASHI /Turning Up / Party Starters / Whenever You Ca… https://t.co/brn9VUJ05W","kino24081250",1369481651248525312,"2021-03-10 02:54:04",0,0,"",267,294,NA
"3137","@YourPalRad You should be more concerned about The Reid Machine taking $400k from the state party before they all quit in protest lol","shamtxt",1369481649293910016,"2021-03-10 02:54:03",0,0,"",60,687,NA
"3138","@Okachuwku Lmfao i just mute everyone beside my party, i used to play with 4-5 of my friends who lived on the west coast","onlythebulls13",1369481649243709440,"2021-03-10 02:54:03",0,0,"Beyond the Wall",378,1085,NA
"3139","RT @AriBerman: .@staceyabrams says Georgia Republicans intentionally targeting voters of color

""This is entirely driven by existential cri…","EyesPrizeResist",1369481648555757568,"2021-03-10 02:54:03",0,163,"",302,1518,NA
"3140","RT @Latte_0125sho: REQUEST @arashi5official @MTV #FridayLivestream

Please play ""Whenever You Call"" 
by ARASHI. I can't wait the show.

｡:°…","gYMAPdfEbXPu5gQ",1369481645623889920,"2021-03-10 02:54:02",0,1,"",57,124,NA
"3141","RT @TeeBeeDee1: @zazzybritches @ldog562 @ThomONeil1 @bobbiejaneV @kristyshl @Saline_tRick @bgratefull @ShashaBrown12 @TJNugent520 @keriRN @…","BernadetteNTF",1369481645183569920,"2021-03-10 02:54:02",0,2,"Surrey BC",2927,3000,NA
"3142","RT @johnastoehr: In this piece, I try getting progressives to see they succeeded. Will they recognize their success, tho?

It would be grea…","Ziz62266",1369481642566443008,"2021-03-10 02:54:01",0,4,"",259,517,NA
"3143","RT @Chris_1791: Nevada Democratic Party staffers quit over new Dem socialist leadership https://t.co/bFYtIm6RfP via @nypost","FleshnChrome",1369481640922075136,"2021-03-10 02:54:01",0,1,"Nowhere and Now here...",9710,9607,NA
